CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2019-00034021,134 MAIN ST ,04/15/2019 10:58:00 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00034011,209 SISSON ST,04/15/2019 10:11:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GScarcello
2019-00034004,77 BERKSHIRE ST,04/15/2019 09:56:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00034003,162 WHITMARSH ST,04/15/2019 09:42:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JNajarian
2019-00500519,SPRAGUE ST ,04/15/2019 09:36:47 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00033994,908 BROAD ST,04/15/2019 09:16:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KShea
2019-00033989,56 CYPRESS ST,04/15/2019 08:36:00 AM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,
2019-00033984,880 EDDY ST,04/15/2019 08:14:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,PSalmons
2019-00500520,640 SE BROAD STREET ST C-4 ,04/15/2019 08:13:18 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00033979,95 RUSHMORE AVE,04/15/2019 07:43:36 AM,4,2019,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,AElie
2019-00033969,146 BURNETT ST,04/15/2019 06:24:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JNajarian
2019-00033940,380 HOPE ST,04/15/2019 01:40:00 AM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033938,10 VEAZIE ST,04/15/2019 12:59:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,RByfield
2019-00033938,10 VEAZIE ST,04/15/2019 12:59:00 AM,4,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,RByfield
2019-00033931,244 WASHINGTON AVE,04/15/2019 12:26:00 AM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033929,20 DOVER ST,04/15/2019 12:17:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LTaveras
2019-00033928,26 DELMAR AVE,04/15/2019 12:13:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,EEspinal
2019-00033928,26 DELMAR AVE,04/15/2019 12:13:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EEspinal
2019-00033917,488 PUBLIC ST,04/14/2019 11:15:00 PM,4,2019,Juvenile Matter,Not Used,No violations,0,AMoore
2019-00033915,170 ALLSTON ST,04/14/2019 11:06:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MLuke
2019-00033916,66 STERLING AVE,04/14/2019 11:03:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,MPlace
2019-00033890,43 HEALTH AVE,04/14/2019 09:33:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,PCaminero
2019-00033890,43 HEALTH AVE,04/14/2019 09:33:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,PCaminero
2019-00500521,109 RESERVOIR AVE,04/14/2019 09:11:00 PM,4,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MCute
2019-00033869,74 PAYTON ST,04/14/2019 08:02:01 PM,4,2019,Burglary,11-8-1,BURGLARY,1,KDemarco
2019-00033857,325 WASHINGTON ST,04/14/2019 07:26:00 PM,4,2019,Property Damage,Not Used,No violations,0,Central Station
2019-00033845,WESTMINSTER ST & BAINBRIDGE AVE,04/14/2019 06:36:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JFonseca
2019-00033842,10 VEAZIE ST,04/14/2019 06:14:00 PM,4,2019,RI Statute Violation,15-15-3,VIOLATION OF PROTECTIVE ORDER,1,TManzotti
2019-00033836,4 MOY ST,04/14/2019 05:58:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00033830,CARTER ST & VINEYARD ST,04/14/2019 05:45:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DCastigliego
2019-00500522,FRIENDSHIP ST ,04/14/2019 05:44:50 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00033829,14 MONTICELLO ST,04/14/2019 05:39:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00033825,533 ELMWOOD AVE,04/14/2019 05:21:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00033815,HANOVER ST & CRANSTON ST,04/14/2019 04:46:00 PM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,VLopez
2019-00033815,HANOVER ST & CRANSTON ST,04/14/2019 04:46:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,VLopez
2019-00033815,HANOVER ST & CRANSTON ST,04/14/2019 04:46:00 PM,4,2019,Traffic Violation,31-8-2,Operation of MV When Registration Canceled,1,VLopez
2019-00033805,24 TAPPAN ST,04/14/2019 04:18:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033800,51 SILVER SPRING ST,04/14/2019 04:08:00 PM,4,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00033792,17 SUFFOLK ST,04/14/2019 03:42:10 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,HNorthup
2019-00500523,496 SPRINGBROOK WAY ,04/14/2019 03:27:00 PM,4,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,MCute
2019-00033781,POPE ST & KOSSUTH ST,04/14/2019 02:54:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,KDoldoorian
2019-00033778,33 HOMER ST,04/14/2019 02:32:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT-3RD OFFENSE,1,KDemarco
2019-00033746,46 LOWELL AVE,04/14/2019 12:28:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,ITavarez
2019-00033730,993 MANTON AVE,04/14/2019 11:44:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GScarcello
2019-00033721,524 CRANSTON ST,04/14/2019 11:04:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KShea
2019-00033713,364 KILLINGLY ST,04/14/2019 10:23:57 AM,4,2019,Request for Assistance,Not Used,No violations,0,LAndreozzi
2019-00500524,BRADFORD ST & FEDERAL ST,04/14/2019 10:03:19 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00033701,,04/14/2019 09:39:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLanier
2019-00033699,RUTHERGLEN AVE & ALEXANDER ST,04/14/2019 09:29:32 AM,4,2019,Auto Towed,Not Used,Parking or MV Violation,0,AElie
2019-00033686,105 ACADEMY AVE,04/14/2019 08:43:00 AM,4,2019,Missing Persons,Not Used,No violations,0,JLeone
2019-00033677,776 BROAD ST,04/14/2019 07:52:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JDennis
2019-00033652,155 HANOVER ST,04/14/2019 04:21:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MSheridan
2019-00033652,155 HANOVER ST,04/14/2019 04:21:00 AM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,2,MSheridan
2019-00033642,79 WASHINGTON ST,04/14/2019 03:12:00 AM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033641,ATWELLS AVE & VALLEY ST,04/14/2019 03:08:00 AM,4,2019,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,MLuke
2019-00033634,18 JOB ST,04/14/2019 02:43:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SCampbell
2019-00033627,1266 BROAD ST,04/14/2019 02:25:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,FTavares
2019-00033625,535 S  WATER ST,04/14/2019 02:20:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JDennis
2019-00033605,120 VANDEWATER ST,04/14/2019 01:33:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,BMcKenna
2019-00033605,120 VANDEWATER ST,04/14/2019 01:33:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,BMcKenna
2019-00033599,81 WASHINGTON AVE,04/14/2019 01:21:00 AM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033601,139 MESSER ST,04/14/2019 01:18:00 AM,4,2019,Request for Assistance,Not Used,No violations,0,LTaveras
2019-00033584,240 IVES ST,04/14/2019 12:39:00 AM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,OCastro
2019-00033578,180 PINE ST,04/14/2019 12:31:00 AM,4,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,JCotugno
2019-00033578,180 PINE ST,04/14/2019 12:31:00 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JCotugno
2019-00033575,63 DORA ST,04/14/2019 12:20:00 AM,4,2019,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,MPlace
2019-00033583,117 ELLERY ST,04/14/2019 12:14:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RCriner
2019-00033567,121 ALTHEA ST,04/14/2019 12:11:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00033564,ADMIRAL ST & HAWKINS ST,04/13/2019 11:54:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,BMcKenna
2019-00033562,380 WESTMINSTER ST,04/13/2019 11:49:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033549,165 HUXLEY AVE,04/13/2019 11:13:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TManzotti
2019-00033549,165 HUXLEY AVE,04/13/2019 11:13:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,TManzotti
2019-00033528,248 ATWELLS AVE,04/13/2019 10:20:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00033531,2 STANHOPE ST,04/13/2019 10:18:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,DImpagliazzo
2019-00033529,CRANSTON ST / BENEDICT ST ,04/13/2019 10:17:23 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MDuffy
2019-00033524,68 PITMAN ST,04/13/2019 10:11:00 PM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,GValletta
2019-00033523,24 TAPPAN ST,04/13/2019 10:06:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,Traffic Violation,31-15-11,Laned Roadway Violation,1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,Traffic Violation,31-18-8,Due Care by Drivers,1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,Traffic Violation,31-14-1,Failure to Maintain Control,1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,VLopez
2019-00033499,46 UNION AVE,04/13/2019 09:11:00 PM,4,2019,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,VLopez
2019-00033481,380 HOPE ST,04/13/2019 08:41:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033475,190 HAROLD ST,04/13/2019 08:21:00 PM,4,2019,DUI,31-27-2.1,Chemical Test Refusal,1,CCastagliuolo
2019-00033475,190 HAROLD ST,04/13/2019 08:21:00 PM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CCastagliuolo
2019-00033469,1023 CHALKSTONE AVE,04/13/2019 08:03:00 PM,4,2019,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,1,HNorthup
2019-00033464,71 TANNER ST,04/13/2019 07:55:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00033459,HUNTINGTON AVE & DEXTER ST,04/13/2019 07:49:00 PM,4,2019,Traffic Violation,31-14-2(B),Speeding 17-?? $10 for Every Mile Over sspeed Limit,1,MTroia
2019-00033459,HUNTINGTON AVE & DEXTER ST,04/13/2019 07:49:00 PM,4,2019,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,MTroia
2019-00033459,HUNTINGTON AVE & DEXTER ST,04/13/2019 07:49:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MTroia
2019-00033459,HUNTINGTON AVE & DEXTER ST,04/13/2019 07:49:00 PM,4,2019,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,MTroia
2019-00033451,52 MELISSA ST,04/13/2019 07:30:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,MGuerra
2019-00033450,280 ATWELLS AVE,04/13/2019 07:20:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JFonseca
2019-00033443,99 KENNEDY PLZ,04/13/2019 07:18:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00033420,50 PROVIDENCE PL,04/13/2019 06:27:00 PM,4,2019,Embezzelment,11-41-3,EMBEZZLEMENT/FRAUDULENT CONVERSION/0 $100,1,RAbenante
2019-00033414,71 BELLEVUE AVE,04/13/2019 06:05:00 PM,4,2019,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,VLopez
2019-00033412,88 JASTRAM ST,04/13/2019 06:00:10 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,HNorthup
2019-00033403,770 WESTMINSTER ST,04/13/2019 05:51:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00033397,PHEBE ST & GENERAL ST,04/13/2019 05:41:00 PM,4,2019,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,MMcGloin
2019-00033397,PHEBE ST & GENERAL ST,04/13/2019 05:41:00 PM,4,2019,Weapons,11-47-50,FIRING IN COMPACT AREA,1,MMcGloin
2019-00033397,PHEBE ST & GENERAL ST,04/13/2019 05:41:00 PM,4,2019,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,MMcGloin
2019-00033392,DIXON ST & ELMWOOD AVE,04/13/2019 05:27:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JCotugno
2019-00033392,DIXON ST & ELMWOOD AVE,04/13/2019 05:27:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,JCotugno
2019-00033365,1 THOMAS OLNEY COMMON ,04/13/2019 04:14:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JSalmeron
2019-00033363,3 GLASGOW ST,04/13/2019 04:11:00 PM,4,2019,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,TManzotti
2019-00033363,3 GLASGOW ST,04/13/2019 04:11:00 PM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,TManzotti
2019-00033354,EATON ST & PEMBROKE AVE,04/13/2019 03:45:00 PM,4,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,DImpagliazzo
2019-00033352,127 ALEPPO ST,04/13/2019 03:38:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00033348,380 HOPE ST,04/13/2019 03:27:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033339,DIVISION ST & POWHATAN ST,04/13/2019 03:02:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00500525,30 N ACORN ST ,04/13/2019 02:52:52 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00500526,24 FREDERICK ST,04/13/2019 02:12:31 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00033320,132 LEDGE ST,04/13/2019 01:51:25 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MTella
2019-00033321,3 GLASGOW ST,04/13/2019 01:40:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AChin
2019-00500527,85 PEMBROKE AVE,04/13/2019 12:01:03 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00033272,371 PINE ST,04/13/2019 11:38:00 AM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,AFrancis
2019-00033278,12 EAGLE ST,04/13/2019 11:18:22 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JKane
2019-00500528,103 W DIKE STREET ,04/13/2019 11:03:24 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00033264,20 KELLEY ST,04/13/2019 11:02:00 AM,4,2019,Suspicious Person,Not Used,No violations,0,JAndrade
2019-00033263,274 HIGHLAND AVE,04/13/2019 11:00:00 AM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00033255,551 N  MAIN ST,04/13/2019 09:59:22 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,WMann
2019-00033251,607 CHARLES ST,04/13/2019 09:24:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,AChin
2019-00033250,351 ATWELLS AVE,04/13/2019 09:20:58 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TGomes
2019-00033242,108 MINK RD,04/13/2019 08:52:39 AM,4,2019,D.O.A.,Not Used,No violations,0,JKane
2019-00033234,270 BROAD ST,04/13/2019 08:20:00 AM,4,2019,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,1,EFernandez
2019-00033217,672 PLAINFIELD ST,04/13/2019 05:55:00 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JPerez
2019-00033197,100 DORRANCE ST,04/13/2019 02:30:00 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,ADiaz
2019-00033175,GAGE ST & VICTORIA ST,04/13/2019 01:48:27 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SRomano
2019-00033162,ELMWOOD AVE & POTTERS AVE,04/13/2019 01:23:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2019-00033164,292 MANTON AVE,04/13/2019 01:20:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2019-00033149,5TH ST & SUMMIT AVE,04/13/2019 12:33:02 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,KToole
2019-00033135,147 BOWEN ST,04/12/2019 11:58:21 PM,4,2019,"Larceny, Purse-snatching",11-41-7,LARCENY FROM THE PERSON - PURSE SNATCHING,1,MSullivan
2019-00033133,26 WOODMONT ST,04/12/2019 11:29:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,EEspinal
2019-00033131,345 NEW YORK AVE,04/12/2019 11:28:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,FTavares
2019-00033127,180 PINE ST,04/12/2019 11:16:00 PM,4,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,TRichards
2019-00033123,POINT ST & EDDY ST,04/12/2019 10:47:00 PM,4,2019,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,ADiaz
2019-00033117,361 CHARLES ST,04/12/2019 10:43:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CVingi
2019-00033113,90 STERLING AVE,04/12/2019 10:17:20 PM,4,2019,Assistance Rendered,Not Used,No violations,0,MDuffy
2019-00033106,469 HARTFORD AVE,04/12/2019 09:52:00 PM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,VLopez
2019-00033095,81 WASHINGTON AVE,04/12/2019 08:51:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033094,624 CRANSTON ST,04/12/2019 08:48:00 PM,4,2019,DUI,31-27-2.1,Chemical Test Refusal,1,DCastigliego
2019-00033094,624 CRANSTON ST,04/12/2019 08:48:00 PM,4,2019,Traffic Violation,31-26-3,"Duty to Give Information and Render Aide, Report Accident to Police Required",1,DCastigliego
2019-00033094,624 CRANSTON ST,04/12/2019 08:48:00 PM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,DCastigliego
2019-00033075,325 WASHINGTON ST,04/12/2019 07:37:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00033072,POCASSET AVE & WESTERLY AVE,04/12/2019 07:27:00 PM,4,2019,Traffic Violation,31-16-5,Turn Signal Required,1,DPfeiffer
2019-00033072,POCASSET AVE & WESTERLY AVE,04/12/2019 07:27:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DPfeiffer
2019-00033072,POCASSET AVE & WESTERLY AVE,04/12/2019 07:27:00 PM,4,2019,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,DPfeiffer
2019-00033070,1100 HOPE ST,04/12/2019 07:16:31 PM,4,2019,Request for Assistance,Not Used,No violations,0,MGammino
2019-00033062,139 KNIGHT ST,04/12/2019 06:55:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033056,850 MANTON AVE,04/12/2019 06:31:00 PM,4,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,CCastagliuolo
2019-00033056,850 MANTON AVE,04/12/2019 06:31:00 PM,4,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,CCastagliuolo
2019-00033050,164 SUMMIT AVE,04/12/2019 06:14:29 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MGammino
2019-00033046,81 WASHINGTON AVE,04/12/2019 06:10:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033043,980 CHALKSTONE AVE,04/12/2019 06:01:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,HNorthup
2019-00033043,980 CHALKSTONE AVE,04/12/2019 06:01:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2,HNorthup
2019-00033039,75 EAST DR,04/12/2019 05:54:00 PM,4,2019,Missing Persons,Not Used,No violations,0,KMelfi
2019-00033031,MERINO ST & NYE ST,04/12/2019 05:27:00 PM,4,2019,Traffic Violation,31-3-1,Parking or MV Violation,1,DCastigliego
2019-00033033,97 PARADE ST,04/12/2019 05:17:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JFonseca
2019-00033019,380 HOPE ST,04/12/2019 05:00:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00033036,91 RALPH ST,04/12/2019 04:53:00 PM,4,2019,Juvenile Matter,Not Used,No violations,0,MClary
2019-00033015,ELMWOOD AVE & BURNETT ST,04/12/2019 04:30:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,NManfredi
2019-00033010,24 PONTIAC AVE,04/12/2019 04:29:00 PM,4,2019,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,JButen
2019-00033010,24 PONTIAC AVE,04/12/2019 04:29:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JButen
2019-00033004,93 AYRAULT ST,04/12/2019 04:07:00 PM,4,2019,Threats,Not Used,No violations,0,DImpagliazzo
2019-00032998,124 ROCHAMBEAU ,04/12/2019 03:43:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00032997,312 MANTON AVE,04/12/2019 03:37:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00032988,96 DEXTER ST,04/12/2019 03:19:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LPelaez
2019-00032987,24 TAPPAN ST,04/12/2019 03:17:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00032970,440 N  MAIN ST,04/12/2019 01:59:03 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,WMann
2019-00500530,20 PROVIDENCE PL ,04/12/2019 01:40:45 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCute
2019-00032974,363 ORMS ST,04/12/2019 01:17:45 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JNezier
