CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2018-00133824,612 CHALKSTONE AVE,12/27/2018 08:11:28 AM,12,2018,D.O.A.,Not Used,No violations,0,MTella
2018-00132849,47 JOB ST,12/23/2018 09:57:02 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTella
2018-00134755,333 W  RIVER ST,12/30/2018 08:42:20 AM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MTella
2018-00119365,592 CHARLES ST,11/12/2018 01:53:36 PM,11,2018,Threats,Not Used,No violations,0,MTella
2018-00120935,318 HAWKINS ST,11/17/2018 10:04:00 AM,11,2018,Violation of Restraining Order,Not Used,No violations,0,MTella
2018-00124007,400 ADMIRAL ST,11/27/2018 08:27:39 AM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,MTella
2018-00129047,72 GODDARD ST,12/12/2018 09:50:38 AM,12,2018,RI Statute Violation,40-11-12.4,VIOLATION OF RESTRAINING ORDER,1,MTella
2018-00107058,100 ROYAL LITTLE DR,10/09/2018 12:37:34 PM,10,2018,Auto Towed,Not Used,Parking or MV Violation,0,MTella
2018-00128155,1 CUNNINGHAM SQ,12/09/2018 02:46:32 PM,12,2018,"Assault, Threats",11-52-4.2,CYBERSTALKING PROHIBITED,1,MTella
2019-00018134,250 CHAD BROWN ST,02/26/2019 09:37:33 AM,2,2019,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,MTella
2019-00016781,50 MCMILLEN ,02/22/2019 10:01:08 AM,2,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,MTella
2019-00018406,480 CHARLES ST,02/27/2019 09:41:11 AM,2,2019,Juvenile Matter,Not Used,No violations,0,MTella
2019-00017791,25 BATH ST,02/25/2019 10:23:06 AM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTella
2019-00017760,331 SMITH ST,02/25/2019 08:41:53 AM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MTella
2019-00001037,13 CERES ST,01/04/2019 09:55:00 AM,1,2019,Stolen Vehicle\Recovered,Not Used,No violations,0,MTella
2019-00016530,51 SILVER SPRING ST,02/21/2019 02:03:23 PM,2,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MTella
2019-00016805,480 CHARLES ST,02/22/2019 10:58:57 AM,2,2019,Threats,Not Used,No violations,0,MTella
2019-00009984,386 SMITH ST,02/01/2019 10:03:00 AM,2,2019,Threats,Not Used,No violations,0,MTella
2019-00008680,201 BRANCH AVE,01/28/2019 08:13:52 AM,1,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,MTella
2019-00012753,88 VEAZIE ST,02/09/2019 11:24:34 AM,2,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,MTella
2018-00099069,59 WESLEYAN AVE,09/18/2018 10:34:55 PM,9,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MSullivan
2018-00099069,59 WESLEYAN AVE,09/18/2018 10:34:55 PM,9,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MSullivan
2018-00099069,59 WESLEYAN AVE,09/18/2018 10:34:55 PM,9,2018,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MSullivan
2018-00099069,59 WESLEYAN AVE,09/18/2018 10:34:55 PM,9,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MSullivan
2018-00099027,53 PROVIDENCE PL,09/18/2018 07:24:20 PM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSullivan
2018-00099069,59 WESLEYAN AVE,09/18/2018 10:34:55 PM,9,2018,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,MSullivan
2018-00099440,385 WESTMINSTER ST,09/19/2018 10:09:25 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MSullivan
2018-00106894,11 DORRANCE ST,10/08/2018 10:25:54 PM,10,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,MSullivan
2018-00108397,372 WAYLAND AVE,10/12/2018 11:54:45 PM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MSullivan
2018-00111183,PINE ST & PAGE ST,10/20/2018 10:23:41 PM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MSullivan
2018-00119173,25 MARSHALL ST,11/11/2018 10:27:19 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,MSullivan
2019-00001283,109 COMSTOCK AVE,01/04/2019 10:42:21 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MSullivan
2019-00001283,109 COMSTOCK AVE,01/04/2019 10:42:21 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MSullivan
2018-00131334,115 CEDAR ST,12/18/2018 10:04:13 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MSullivan
2018-00131336,231 ROOSEVELT ST,12/18/2018 10:35:12 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MSullivan
2018-00126954,7 PROVIDENCE PL,12/05/2018 07:12:38 PM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MSullivan
2018-00127308,HAWTHORNE ST & ELMWOOD AVE,12/06/2018 11:02:30 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MSullivan
2018-00125280,53 ASHBURTON ST,11/30/2018 10:23:49 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MSullivan
2019-00017371,50 KENNEDY PLZ,02/23/2019 09:39:07 PM,2,2019,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,MSullivan
2019-00015156,207 NEW YORK AVE,02/16/2019 10:16:57 PM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSullivan
2018-00100101,254 WASHINGTON ST,09/21/2018 01:46:00 PM,9,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,GSlater
2018-00100101,254 WASHINGTON ST,09/21/2018 01:46:00 PM,9,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,GSlater
2018-00099604,51 WASHINGTON ST,09/20/2018 10:41:00 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2018-00093336,500 EXCHANGE ST,09/04/2018 10:19:00 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2018-00104726,25 DORRANCE ST,10/03/2018 01:35:00 PM,10,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2018-00118597,180 WESTMINSTER ST,11/10/2018 09:30:00 AM,11,2018,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,GSlater
2018-00115341,95 CHESTNUT ST,11/01/2018 07:34:00 AM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GSlater
2018-00117487,1 PROVIDENCE PL,11/07/2018 09:04:00 AM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,GSlater
2018-00117816,150 UNION ST,11/08/2018 07:11:00 AM,11,2018,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,GSlater
2018-00117816,150 UNION ST,11/08/2018 07:11:00 AM,11,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,GSlater
2018-00114194,25 DORRANCE ST,10/29/2018 07:37:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GSlater
2018-00113120,10 WEYBOSSET ST,10/26/2018 09:55:00 AM,10,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,GSlater
2018-00115351,101 PINE ST,11/01/2018 08:19:00 AM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GSlater
2018-00111421,7 PROVIDENCE PL,10/21/2018 01:21:00 PM,10,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,GSlater
2018-00105434,17 EDDY ST,10/05/2018 11:38:00 AM,10,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2018-00107400,65 WEYBOSSET ST,10/10/2018 10:01:00 AM,10,2018,Burglary,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,1,GSlater
2018-00109134,ELM ST & PARSONAGE ST,10/15/2018 08:44:00 AM,10,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2018-00132138,44 WASHINGTON ST,12/21/2018 11:56:00 AM,12,2018,"Fraud, Swindle",11-18-1,GIVING FALSE DOCUMENT TO AGENT PUBLIC OFFICIAL,1,GSlater
2018-00134166,1 KENNEDY PLZ,12/28/2018 10:30:00 AM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GSlater
2019-00000429,7 PROVIDENCE PL,01/02/2019 12:34:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,GSlater
2019-00000166,11 DORRANCE ST,01/01/2019 10:27:00 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GSlater
2019-00008037,144 PROVIDENCE PL,01/26/2019 12:40:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,GSlater
2018-00120626,335 WESTMINSTER ST,11/16/2018 01:00:00 PM,11,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GSlater
2018-00121631,11 DORRANCE ST,11/19/2018 02:02:00 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2018-00126397,100 FRANCIS ST,12/04/2018 08:32:00 AM,12,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,GSlater
2018-00129849,100 FRANCIS ST,12/14/2018 01:03:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2018-00128417,10 DORRANCE ST,12/10/2018 01:29:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2018-00130243,CUSTOM HOUSE ST & WEYBOSSET ST,12/15/2018 02:08:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GSlater
2018-00130207,5 MEMORIAL BLVD,12/15/2018 11:59:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2019-00017742,191 WEYBOSSET ST ,02/25/2019 06:48:00 AM,2,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2019-00011984,100 FRANCIS ST,02/07/2019 07:52:00 AM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GSlater
2019-00017746,2 REGENCY PLZ,02/25/2019 07:36:00 AM,2,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2019-00017833,2 REGENCY PLZ,02/25/2019 12:19:00 PM,2,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2019-00017559,99 KENNEDY PLZ,02/24/2019 02:04:00 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GSlater
2019-00017808,1 SABIN ST,02/25/2019 11:12:00 AM,2,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,GSlater
2019-00018785,1 PROVIDENCE PL,02/28/2019 02:20:00 PM,2,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,GSlater
2019-00011743,1 FRANKLIN SQ,02/06/2019 02:09:00 PM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,GSlater
2018-00501145,100 GASPEE ST,09/28/2018 07:08:02 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501146,273 THAYER ST,09/28/2018 08:59:48 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501147,PINE HILL ST ,09/29/2018 07:51:05 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501148,95 NE CHATHAM ST APT. B ,09/29/2018 12:12:18 PM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501149,42 LANCASHIRE ,09/29/2018 12:49:02 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501151,CLAVERICK ST ,09/29/2018 02:04:27 PM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00105872,117 CAMDEN AVE,10/06/2018 11:30:23 AM,10,2018,Missing Persons,Not Used,No violations,0,TRose
2018-00501154,20 PROVIDENCE PL,09/30/2018 11:50:29 AM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501155,225 LANGDON ST,09/30/2018 02:31:48 PM,9,2018,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,CSical
2018-00501156,299 CARPENTER ST,10/01/2018 08:46:13 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501157,179 LEDGE ST,10/01/2018 12:48:58 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501160,434 MT PLEASANT AVE,10/02/2018 07:40:55 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501161,31 WISDOM AVE,10/02/2018 10:42:35 AM,10,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2018-00501162,32 HAMILTON ST,10/02/2018 04:35:45 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501163,585 N MAIN ST ,10/02/2018 08:51:11 PM,10,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,CSical
2018-00501164,151 BROADWAY WAY ,10/02/2018 09:52:04 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501165,50 PARK ROW,10/02/2018 10:36:33 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501084,59 KEENE ST,09/13/2018 10:37:10 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501073,9 MOORE ST,09/09/2018 08:24:00 PM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501074,29 SANDRINGHAM AVE,09/09/2018 08:48:19 PM,9,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2018-00501075,325 VALLEY ST,09/10/2018 11:25:55 AM,9,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2018-00501077,125 WHIPPLE ST,09/11/2018 11:50:34 AM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501078,73 HEALTH AVE,09/11/2018 01:03:00 PM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501080,SOUTH WATER STREET ,09/12/2018 07:35:46 AM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501081,110 ERASTUS ST,09/12/2018 10:38:08 AM,9,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2018-00501082,62 DOYLE AVE,09/12/2018 10:57:29 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2018-00501068,58 TELL ST,09/08/2018 11:43:17 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501069,26 MANHATTAN ST,09/08/2018 01:56:08 PM,9,2018,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,CSical
2018-00501072,CLIFFORD ST ,09/09/2018 12:19:04 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00097725,143 RADCLIFFE AVE,09/15/2018 04:02:00 PM,9,2018,Municipal Code Violation,Sec. 16-3.G,Disorderly Conduct G - Urine in public,1,CSical
2018-00501085,122 WASHINGTON ST,09/14/2018 08:16:38 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501087,61 HOPE ST,09/14/2018 01:26:36 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501088,300 THAYER ST,09/14/2018 01:44:50 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501089,42 TOBEY ST,09/14/2018 06:40:22 PM,9,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2018-00115676,515 DOUGLAS AVE,11/01/2018 11:24:07 PM,11,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CSical
2018-00113482,CHALKSTONE AVE & DOUGLAS AVE,10/27/2018 02:55:00 AM,10,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CSical
2018-00117755,664 SMITH ST,11/08/2018 12:33:00 AM,11,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CSical
2019-00500047,44 N LAUREL IANE ST ,01/04/2019 02:25:28 PM,1,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,CSical
2019-00500048,272 W  EXCHANGE ST,01/04/2019 08:40:22 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500049,2 REGENCY PLZ,01/04/2019 08:45:35 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500050,16 AFRICA ST,01/05/2019 03:23:41 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2019-00500052,106 ALMY ST,01/05/2019 08:50:42 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500051,99 WILLOW ST,01/05/2019 06:26:54 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500055,107 ATWELLS AVE,01/06/2019 10:09:04 AM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2019-00500056,SASSAFRAS ST & BROAD ST,01/06/2019 03:00:29 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500057,205 FEDERAL ST,01/06/2019 06:23:58 PM,1,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2019-00500058,15 IMERA AVE,01/06/2019 07:54:06 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500059,25 RYE ST,01/06/2019 08:31:46 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500060,201 CLARENCE ST,01/06/2019 09:43:22 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501350,11 PROVIDENCE PL,11/11/2018 11:19:57 AM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2018-00501351,80 MEDWAY ST,11/11/2018 01:28:17 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501352,438 N MAIN ST ,11/11/2018 02:49:20 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501353,365 ATWELLS AVE,11/11/2018 09:56:12 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501418,211 DEXTER ST,11/28/2018 04:37:02 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00501419,87 PENN ST 3R/6 ,11/28/2018 06:08:11 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2018-00501420,49 ROME AVE,11/28/2018 06:46:23 PM,11,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2018-00501421,76 HUBER AVE,11/28/2018 08:08:22 PM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2018-00501422,26 MYRA ST,11/28/2018 11:08:51 PM,11,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,CSical
2018-00501423,185 CANTON ST,11/29/2018 10:50:18 AM,11,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2018-00501445,141 OCEAN ST,12/04/2018 01:52:33 PM,12,2018,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,CSical
2018-00121513,50 ADMIRAL ST,11/19/2018 03:41:00 AM,11,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CSical
2018-00125327,RIVER AVE & ADMIRAL ST,12/01/2018 01:05:00 AM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CSical
2018-00125327,RIVER AVE & ADMIRAL ST,12/01/2018 01:05:00 AM,12,2018,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,CSical
2019-00010882,CHAD BROWN ST & RADCLIFFE AVE,02/03/2019 11:34:00 PM,2,2019,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,CSical
2019-00010882,CHAD BROWN ST & RADCLIFFE AVE,02/03/2019 11:34:00 PM,2,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CSical
2019-00500398,171 CANTON ST,02/22/2019 11:36:14 AM,2,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2019-00500401,3742 ROUND ROCK ,02/22/2019 09:19:14 PM,2,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,CSical
2019-00500361,11 MADELINE DR ,02/13/2019 07:46:51 PM,2,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2019-00500362,289 BROADWAY ,02/14/2019 09:41:16 AM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500363,255 CYPRESS ST,02/14/2019 10:35:23 AM,2,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,CSical
2019-00500364,50 PARK 402 ,02/14/2019 11:24:31 AM,2,2019,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,CSical
2019-00500365,66 LYON ST 2ND FLOOR ,02/14/2019 05:30:47 PM,2,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,CSical
2019-00500366,68 LISBON ST,02/14/2019 09:51:54 PM,2,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CSical
2019-00500367,825 CHALKSTONE AVE,02/15/2019 10:10:35 AM,2,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CSical
2019-00500368,131 PITMAN ST,02/15/2019 01:50:27 PM,2,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CSical
2018-00097653,824 CHARLES ST,09/15/2018 11:50:00 AM,9,2018,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,DShields
2018-00097655,1285 N  MAIN ST,09/15/2018 12:15:00 PM,9,2018,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,DShields
2018-00115996,342 BROAD ST,11/02/2018 05:50:00 PM,11,2018,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,DShields
2018-00115985,801 ELMWOOD AVE,11/02/2018 05:20:00 PM,11,2018,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,DShields
2018-00125226,80 DEAN ST,11/30/2018 06:01:00 PM,11,2018,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,DShields
2019-00015128,650 BRANCH AVE,02/16/2019 07:45:00 PM,2,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,DShields
2019-00019542,650 BRANCH AVE,03/02/2019 07:15:00 PM,3,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,DShields
2019-00019548,650 BRANCH AVE,03/02/2019 07:40:00 PM,3,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,DShields
2019-00019551,650 BRANCH AVE,03/02/2019 07:45:00 PM,3,2019,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,DShields
2018-00094436,5 LEE ST,09/07/2018 07:25:00 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DSchiavulli
2018-00114202,170 KNIGHT ST,10/29/2018 08:17:00 AM,10,2018,RI Statute Violation,11-8-7,MAKING/REPAIRING/POSSESSING BURGLARY TOOLS,1,DSchiavulli
2018-00114202,170 KNIGHT ST,10/29/2018 08:17:00 AM,10,2018,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,DSchiavulli
2018-00111729,11 BELKNAP ST,10/22/2018 12:27:00 PM,10,2018,Burglary,11-8-1,BURGLARY,1,DSchiavulli
